student details data:       student_id         full_name department  batch  current_semester
8321        8322      Aisha     Bhatt        CSE   7.8          7.9                0                False
8322        8323      Manya     Desai        CSE   7.9          7.8                0                False
8323        8324      Nidhi     Patel        BCA   7.2          7.0                1                 True
8324        8325     Ananya      Khan         ME   6.6          6.7                0                 True
8325        8326      Samar     Bhatt        CSE   7.6          7.7                2                 True
8326        8327     Ishaan     Joshi        MBA   7.3          7.4                1                 True
8327        8328      Arjun     Bhatt        MBA   6.5          6.4                0                 True
8328        8329     Ishaan      Nair        BCA   6.8          6.5                0                False
8329        8330       Neha     Menon         ME   7.0          7.3                0                False
8330        8331       Neha     Verma         CE   6.3          6.3                0                False
8331        8332      Nidhi     Sinha        CSE   7.9          7.7                0                 True
8332        8333     Vihaan  Malhotra         ME   7.5          7.2                0                False
8333        8334      Pooja    Chopra        CSE   7.5          7.8                1                 True
8334        8335      Aarav     Bhatt        CSE   7.0          7.4                1                 True
8335        8336     Ritika     Verma         ME   7.6          7.8                0                False
8336        8337      Rahul     Gupta        CSE   8.1          8.3                0                False
8337        8338     Aditya  Malhotra        MBA   7.5          7.9                0                False
8338        8339      Rohan  Malhotra        BCA   7.4          7.3                0                False
8339        8340      Samar     Verma        CSE   8.2          8.8                0                False
8340        8341      Aarav  Malhotra        CSE   7.7          7.4                0                False
8341        8342      Samar     Gupta         ME   6.8          6.7                0                False
8342        8343      Rahul      Nair        BCA   7.4          7.2                0                False
8343        8344      Aisha     Yadav         ME   7.2          7.2                0                False
8344        8345      Aisha     Sinha        MBA   7.4          7.9                0                False
8345        8346     Aditya     Menon        CSE   8.3          8.2                0                False
8346        8347      Arjun     Verma        CSE   7.1          7.2                0                 True
8347        8348      Rahul     Patel         ME   7.5          6.6                0                False
8348        8349      Rahul      Bhat        CSE   7.0          7.1                0                False
8349        8350      Rohan     Verma        BCA   6.8          7.1                0                False
8350        8351      Priya      Iyer        MBA   8.3          8.3                0                False
8351        8352      Rahul     Verma        MBA   7.7          7.4                0                False
8352        8353    Krishna       Rao         CE   7.5          7.1                0                False
8353        8354     Vihaan       Rao         CE   6.4          6.2                0                False
8354        8355      Rahul     Sinha         ME   7.3          6.9                0                False
8355        8356      Sneha     Gupta        BCA   6.2          6.7                0                False
8356        8357      Aarav      Nair        BCA   7.4          7.5                0                False
8357        8358     Ritika      Bhat        BCA   6.7          7.1                0                False
8358        8359    Krishna      Khan         CE   7.7          7.6                1                 True
8359        8360      Arjun     Sinha         ME   7.5          7.3                0                False
8360        8361     Vihaan      Bhat         ME   6.7          6.5                0                 True
8361        8362      Rahul    Chopra        CSE   8.0          7.9                0                 True
8362        8363       Diya      Iyer        CSE   9.1          9.0                0                False
8363        8364     Ishaan     Joshi        CSE   7.7          8.1                0                False
8364        8365     Ishaan  Malhotra        CSE   8.3          8.6                1                 True
8365        8366      Aisha     Menon        MBA   6.1          6.2                0                False
8366        8367      Karan     Menon        CSE   8.1          7.6                0                False
8367        8368     Ishaan     Singh        BCA   7.1          7.2                0                False
8368        8369      Pooja     Desai         CE   7.2          7.1                0                False
8369        8370     Ishaan      Nair        CSE   8.2          8.6                0                False
8370        8371      Pooja    Kapoor        CSE   7.7          8.0                0                False
8371        8372      Priya     Mehta         CE   6.4          6.4                0                False
8372        8373      Pooja    Kapoor         CE   8.3          7.7                0                False
8373        8374     Ritika      Nair        BCA   6.5          6.5                0                 True
8374        8375      Karan      Nair        BCA   6.9          6.7                0                False
8375        8376    Krishna     Mehta        BCA   7.5          7.6                0                False
8376        8377      Samar      Iyer        CSE   7.9          7.6                1                 True
8377        8378      Arjun    Chopra        CSE   8.1          8.2                0                 True
8378        8379      Nidhi      Nair         CE   7.5          6.8                0                False
8379        8380      Samar     Desai        CSE   8.5          8.1                1                 True
8380        8381      Samar    Kapoor         CE   7.7          7.4                0                False
8381        8382      Rohan     Singh        MBA   6.7          6.5                0                False
8382        8383      Nidhi      Khan         CE   5.8          5.9                0                False
8383        8384      Aarav  Malhotra        CSE   7.9          7.4                1                 True
8384        8385      Rohan     Gupta        MBA   8.3          8.1                0                False
8385        8386      Aarav     Joshi        MBA   6.6          6.4                0                 True
8386        8387      Aisha    Kapoor        BCA   6.8          7.0                0                False
8387        8388     Ishaan    Chopra        CSE   8.0          7.9                0                False
8388        8389      Manya     Yadav        BCA   7.7          7.4                0                False
8389        8390      Samar     Gupta         CE   8.1          7.8                0                False
8390        8391      Rahul     Mehta         ME   8.4          8.2                0                False
8391        8392     Vihaan       Rao         CE   7.5          7.0                1                 True
8392        8393       Diya     Patel         ME   6.8          7.3                0                False
8393        8394      Pooja     Joshi        CSE   7.3          7.3                0                False
8394        8395      Aarav     Sinha        CSE   7.5          7.2                0                False
8395        8396     Vihaan  Malhotra        BCA   8.0          7.7                0                False
8396        8397      Rohan     Joshi         ME   7.1          6.7                0                False
8397        8398      Samar     Verma        CSE   8.4          8.5                1                 True
8398        8399      Manya     Sinha         ME   6.5          6.0                0                False
8399        8400      Aarav     Yadav        MBA   7.6          7.5                0                False
8400        8401       Neha       Rao        CSE   7.3          7.5                0                False
8401        8402      Aarav     Gupta        MBA   7.7          7.5                0                 True
8402        8403      Arjun     Sinha        CSE   7.6          7.3                0                False
8403        8404      Pooja      Iyer        CSE   8.3          8.6                1                 True
8404        8405      Aisha     Menon        MBA   7.1          6.8                0                False
8405        8406      Sneha       Rao        MBA   7.4          7.3                0                False
8406        8407      Pooja     Sinha        CSE   8.3          8.3                0                False
8407        8408       Neha     Sinha        CSE   7.7          7.5                0                 True
8408        8409     Ananya     Verma        CSE   7.8          7.4                0                False
8409        8410      Sneha    Chopra        CSE   8.3          8.1                0                 True
8410        8411      Sneha     Yadav        CSE   7.8          7.9                0                False
8411        8412     Vihaan     Singh        CSE   6.8          6.6                0                False
8412        8413       Neha     Joshi        CSE   7.5          7.6                0                False
8413        8414       Diya      Bhat         CE   6.2          6.1                0                False
8414        8415     Ananya     Patel        MBA   7.3          7.1                0                False
8415        8416      Samar     Mehta        CSE   8.1          7.9                0                False
8416        8417     Aditya     Gupta        CSE   7.9          8.0                1                 True
8417        8418      Sneha    Sharma        CSE   8.6          8.9                0                False
8418        8419      Aisha      Iyer         CE   8.2          8.2                0                False
8419        8420      Rahul      Nair        CSE   8.0          7.7                0                False
8420        8421      Samar     Patel        CSE   6.4          6.7                0                False
8421        8422      Karan     Verma        CSE   8.2          7.9                0                False
8422        8423       Neha    Sharma        MBA   6.9          7.4                0                False
8423        8424      Nidhi     Desai        CSE   8.3          8.3                0                False
8424        8425      Arjun     Joshi         ME   7.6          7.3                0                False
8425        8426    Krishna     Menon        CSE   8.2          8.4                1                 True
8426        8427      Sneha    Chopra        CSE   8.1          8.0                0                False
8427        8428     Ananya     Bhatt         ME   8.8          8.9                0                False
8428        8429      Manya     Gupta         ME   7.7          7.7                0                False
8429        8430      Pooja      Iyer         ME   6.6          6.2                1                 True
8430        8431      Rahul     Joshi        CSE   8.4          8.4                2                 True
8431        8432     Vihaan     Yadav        MBA   7.1          7.3                0                False
8432        8433      Arjun     Bhatt        CSE   8.6          8.6                0                False
8433        8434      Aarav     Singh         ME   8.3          8.7                0                False
8434        8435     Ishaan     Bhatt        MBA   7.8          7.9                0                 True
8435        8436     Ishaan      Iyer        CSE   7.0          6.9                0                False
8436        8437     Aditya       Rao         ME   7.1          7.2                0                False
8437        8438      Rahul  Malhotra         ME   8.2          8.1                0                False
8438        8439      Priya     Gupta        CSE   9.0          9.1                0                False
8439        8440      Samar      Khan        BCA   7.4          7.5                1                 True
8440        8441     Vihaan     Mehta        BCA   7.2          6.8                0                False
8441        8442     Ananya    Sharma        CSE   7.1          7.3                1                 True
8442        8443      Samar  Malhotra        BCA   6.7          7.4                0                False
8443        8444    Krishna      Bhat        MBA   7.5          7.7                0                False
8444        8445      Nidhi     Joshi         ME   7.8          7.2                0                False
8445        8446     Vihaan    Sharma         CE   6.5          6.4                1                 True
8446        8447     Vihaan     Menon        MBA   7.9          7.5                1                 True
8447        8448      Samar       Rao        CSE   8.6          8.5                0                False
8448        8449      Pooja     Gupta        BCA   7.8          8.0                0                False
8449        8450      Priya     Joshi        CSE   8.8          8.6                0                False
8450        8451      Aarav  Malhotra        CSE   8.0          8.6                1                 True
8451        8452      Karan     Yadav        CSE   8.0          7.1                0                False
8452        8453      Pooja     Sinha        BCA   7.6          7.5                0                False
8453        8454      Nidhi     Bhatt        BCA   8.2          8.3                1                 True
8454        8455       Neha     Mehta        CSE   8.1          7.7                0                 True
8455        8456      Aisha     Verma        BCA   7.1          6.8                1                 True
8456        8457      Priya      Nair        CSE   8.1          8.3                0                False
8457        8458      Karan     Joshi        BCA   7.7          8.3                0                False
8458        8459      Samar       Rao        MBA   7.3          7.9                1                 True
8459        8460       Diya     Desai        CSE   8.4          8.3                0                False
8460        8461      Arjun      Nair        CSE   7.9          8.3                0                 True
8461        8462      Nidhi  Malhotra        CSE   8.2          8.2                0                 True
8462        8463     Ritika      Bhat        CSE   8.1          8.4                2                 True
8463        8464      Aisha     Mehta         CE   7.0          6.9                1                 True
8464        8465    Krishna     Singh        CSE   7.2          6.9                0                 True
8465        8466     Ananya     Desai        BCA   7.0          7.5                0                False
8466        8467     Ananya  Malhotra         ME   7.4          8.0                0                False
8467        8468      Manya    Chopra         ME   8.4          8.3                0                 True
8468        8469      Manya     Singh        CSE   7.8          8.1                0                 True
8469        8470      Nidhi     Yadav        BCA   7.6          7.6                0                 True
8470        8471      Nidhi      Iyer         ME   7.9          8.6                0                False
8471        8472      Samar     Gupta        BCA   7.2          6.8                1                 True
8472        8473     Vihaan    Chopra        BCA   7.2          7.1                1                 True
8473        8474      Rahul    Chopra        CSE   8.4          8.0                1                 True
8474        8475       Diya     Verma        CSE   8.1          7.6                0                 True
8475        8476     Ritika     Verma         CE   7.1          7.1                0                 True
8476        8477      Samar       Rao        BCA   7.2          7.1                0                False
8477        8478     Ishaan     Singh        MBA   7.5          7.2                0                False
8478        8479    Krishna     Joshi        CSE   8.0          8.3                0                False
8479        8480       Diya     Yadav         ME   8.1          8.5                0                False
8480        8481     Ishaan     Bhatt        CSE   8.1          8.3                0                False
8481        8482      Aisha     Patel        CSE   7.2          6.6                0                 True
8482        8483      Pooja     Verma        MBA   6.9          7.0                0                False
8483        8484      Rohan  Malhotra        CSE   8.0          8.1                0                False
8484        8485      Sneha     Patel        MBA   7.5          7.2                0                False
8485        8486     Ritika    Kapoor        BCA   6.9          7.0                0                 True
8486        8487     Ritika    Chopra         CE   8.0          7.8                0                False
8487        8488      Sneha  Malhotra        BCA   6.1          5.9                0                 True
8488        8489    Krishna     Yadav         CE   7.6          7.2                0                False
8489        8490     Ananya       Rao        CSE   6.9          7.2                1                 True
8490        8491      Pooja  Malhotra         CE   7.9          8.3                0                False
8491        8492      Karan     Gupta        BCA   7.2          7.2                0                 True
8492        8493     Ananya     Verma        BCA   7.8          8.1                0                 True
8493        8494      Rohan    Sharma         ME   7.2          7.7                0                False
8494        8495     Ritika     Joshi        CSE   8.6          8.6                0                 True
8495        8496      Samar  Malhotra        CSE   6.7          6.7                0                False
8496        8497      Rahul     Gupta        CSE   8.3          8.4                0                False
8497        8498     Ishaan     Patel        BCA   7.0          6.7                1                 True
8498        8499      Aisha    Kapoor        MBA   7.6          7.8                0                False
8499        8500       Neha  Malhotra        BCA   7.7          7.7                0                False
8500        8501     Vihaan     Bhatt        MBA   6.6          6.2                0                False
8501        8502     Vihaan     Mehta         ME   8.0          7.6                1                 True
8502        8503      Pooja      Bhat        CSE   8.0          7.7                0                False
8503        8504      Rahul      Iyer        CSE   7.9          8.1                0                False
8504        8505       Neha      Nair        MBA   7.6          7.5                0                False
8505        8506     Aditya     Mehta         ME   7.5          7.5                0                False
8506        8507      Rahul     Gupta        CSE   8.3          8.7                0                False
8507        8508       Neha    Chopra         CE   7.1          7.2                0                False
8508        8509     Vihaan     Gupta        CSE   8.3          8.1                1                 True
8509        8510      Karan     Sinha         CE   7.7          7.4                0                False
8510        8511      Rahul       Rao        CSE   7.7          7.8                0                False
8511        8512      Pooja      Iyer         ME   8.5          8.2                0                False
8512        8513     Vihaan    Chopra        CSE   8.1          8.5                0                 True
8513        8514    Krishna     Patel         CE   7.5          7.6                0                False
8514        8515      Karan      Nair        CSE   8.1          8.1                0                False
8515        8516      Arjun     Joshi         ME   7.3          7.0                0                False
8516        8517      Rahul  Malhotra        BCA   8.1          8.3                0                 True
8517        8518      Aarav     Menon        CSE   7.8          8.1                1                 True
8518        8519      Rahul      Bhat        CSE   8.3          8.3                0                False
8519        8520      Samar     Patel         CE   6.8          7.1                0                False
8520        8521     Ishaan     Desai         ME   6.3          6.2                0                False
8521        8522     Aditya  Malhotra        CSE   8.0          8.0                0                False
8522        8523      Samar      Bhat        MBA   7.2          7.8                0                False
8523        8524      Aisha    Chopra        CSE   7.7          7.6                0                False
8524        8525     Ananya       Rao        CSE   6.4          6.6                0                False
8525        8526       Diya     Mehta        MBA   8.4          8.3                1                 True
8526        8527    Krishna      Nair         CE   7.5          7.6                0                False
8527        8528      Priya    Chopra        MBA   8.2          8.4                0                False
8528        8529       Neha       Rao        MBA   6.6          6.3                0                False
8529        8530      Sneha    Sharma        BCA   7.5          7.3                1                 True
8530        8531      Pooja      Nair        CSE   8.0          8.2                0                 True
8531        8532     Aditya     Mehta         ME   7.5          7.5                0                False
8532        8533     Vihaan     Yadav        BCA   7.5          7.9                2                 True
8533        8534     Ananya     Yadav        CSE   7.0          7.1                0                False
8534        8535      Rahul     Menon        CSE   8.0          8.6                1                 True
8535        8536     Aditya     Desai        BCA   6.9          7.1                0                False
8536        8537      Nidhi    Sharma        BCA   7.0          7.6                0                False
8537        8538      Manya     Singh        CSE   7.8          8.3                0                 True
8538        8539      Aisha     Singh        CSE   7.6          7.4                2                 True
8539        8540       Diya      Iyer        CSE   7.6          8.0                0                 True
8540        8541     Vihaan    Kapoor        CSE   8.5          8.8                0                False
8541        8542      Sneha    Kapoor        MBA   7.3          7.6                0                False
8542        8543      Karan       Rao         ME   7.2          7.6                0                False
8543        8544      Samar     Desai        BCA   7.3          7.2                0                False
8544        8545      Nidhi     Patel        CSE   7.1          7.2                2                 True
8545        8546     Ritika     Yadav        BCA   7.5          7.4                1                 True
8546        8547      Karan      Iyer        CSE   8.2          8.9                0                False
8547        8548      Karan     Sinha        CSE   8.0          7.8                0                False
8548        8549     Aditya     Joshi        MBA   7.4          7.0                0                False
8549        8550     Aditya     Desai        CSE   8.2          8.0                0                False
8550        8551      Priya    Sharma        CSE   7.5          7.5                0                 True
8551        8552      Sneha     Mehta        BCA   7.4          7.4                1                 True
8552        8553     Ishaan  Malhotra        CSE   8.6          8.9                0                False
8553        8554      Sneha     Desai         ME   7.2          7.2                0                False
8554        8555       Diya     Menon        CSE   8.2          8.1                0                False
8555        8556     Ritika     Verma        CSE   8.2          8.3                1                 True
8556        8557      Rahul      Bhat        MBA   6.9          7.2                0                False
8557        8558      Priya     Joshi         CE   7.8          7.9                0                False
8558        8559      Arjun      Khan        CSE   7.4          7.7                0                False
8559        8560     Ananya     Desai         ME   7.7          7.7                0                False
8560        8561      Manya     Singh        BCA   7.0          6.9                0                False
8561        8562     Aditya    Sharma         CE   7.6          7.8                0                False
8562        8563      Aisha     Bhatt        CSE   7.9          8.0                0                False
8563        8564       Diya      Nair         ME   7.5          7.8                0                False
8564        8565     Ananya     Verma        MBA   7.6          8.1                0                False
8565        8566      Manya     Verma         CE   7.1          7.1                0                False
8566        8567      Karan  Malhotra        MBA   6.7          6.9                0                False
8567        8568     Ishaan    Sharma        CSE   7.8          8.1                0                False
8568        8569      Priya     Singh        MBA   8.1          8.2                0                 True
8569        8570      Karan      Khan        MBA   7.7          7.9                0                False
8570        8571    Krishna     Yadav        MBA   7.7          7.7                0                False
8571        8572      Aisha     Sinha        BCA   7.1          7.2                0                False
8572        8573      Priya     Yadav        BCA   7.5          7.7                0                False
8573        8574      Pooja    Kapoor        MBA   6.9          6.7                0                 True
8574        8575      Pooja       Rao        MBA   7.1          6.6                0                 True
8575        8576      Manya       Rao        MBA   7.6          7.6                0                False
8576        8577      Manya      Bhat        MBA   6.3          6.2                0                False
8577        8578     Ishaan     Verma        BCA   8.4          8.9                0                False
8578        8579     Ananya     Yadav         ME   6.6          6.7                1                 True
8579        8580       Neha    Kapoor        CSE   8.9          9.1                0                False
8580        8581      Rahul    Sharma        MBA   6.9          6.8                0                False
8581        8582     Ishaan    Chopra         ME   6.9          6.7                0                 True
8582        8583      Priya     Yadav         ME   7.2          6.9                0                False
8583        8584      Rahul     Joshi        MBA   7.1          6.7                0                False
8584        8585       Neha     Desai        CSE   7.4          7.6                1                 True
8585        8586      Pooja    Kapoor        CSE   7.6          7.7                0                 True
8586        8587    Krishna     Gupta        CSE   7.9          8.3                0                 True
8587        8588      Samar       Rao        MBA   6.9          7.1                0                 True
8588        8589       Neha      Nair        CSE   8.3          8.4                0                False
8589        8590      Rohan     Sinha         CE   8.2          7.6                1                 True
8590        8591     Ritika     Singh        CSE   6.6          7.2                0                 True
8591        8592     Ritika     Sinha        BCA   8.5          8.5                0                False
8592        8593      Sneha     Menon        CSE   8.3          7.7                0                False
8593        8594       Neha  Malhotra        CSE   8.0          8.1                0                False
8594        8595       Neha     Bhatt        MBA   7.1          6.9                0                False
8595        8596     Vihaan     Sinha        CSE   7.9          7.6                0                False
8596        8597      Samar     Sinha        BCA   7.9          8.0                0                 True
8597        8598       Neha     Verma        CSE   9.4          9.2                1                 True
8598        8599      Rahul     Joshi        CSE   9.1          9.4                0                False
8599        8600      Aarav     Patel        BCA   6.5          6.5                0                False
8600        8601       Diya      Bhat        CSE   7.7          7.8                0                False
8601        8602      Pooja     Singh        CSE   7.8          8.0                1                 True
8602        8603      Manya     Mehta        CSE   8.6          8.7                0                False
8603        8604      Aisha  Malhotra        MBA   7.3          7.4                0                False
8604        8605      Aarav     Singh        CSE   7.3          7.3                0                False
8605        8606      Sneha     Mehta        MBA   7.4          7.8                1                 True
8606        8607       Neha    Kapoor         CE   7.2          7.5                1                 True
8607        8608      Aisha    Sharma        BCA   8.0          7.8                0                 True
8608        8609      Pooja  Malhotra        CSE   9.2          8.9                0                False
8609        8610      Pooja    Kapoor        CSE   8.3          8.1                0                False
8610        8611     Vihaan  Malhotra        CSE   8.4          8.5                1                 True
8611        8612      Sneha     Yadav        MBA   8.1          7.8                0                 True
8612        8613     Ananya    Sharma        CSE   8.1          7.9                0                False
8613        8614      Karan    Chopra        BCA   7.2          6.8                0                 True
8614        8615      Manya     Gupta         ME   7.2          7.5                0                False
8615        8616     Aditya     Gupta        CSE   8.5          8.7                0                 True
8616        8617      Priya       Rao         ME   7.6          7.9                0                False
8617        8618      Manya     Joshi        CSE   7.2          7.1                1                 True
8618        8619      Pooja     Desai        CSE   8.6          8.1                1                 True
8619        8620       Diya     Singh        CSE   7.3          7.0                0                False
8620        8621      Pooja     Singh        CSE   7.1          6.7                0                False
8621        8622      Sneha      Khan         ME   6.9          6.5                0                False
8622        8623     Ananya    Kapoor        MBA   7.6          7.9                0                False
8623        8624      Sneha     Mehta        CSE   8.4          8.3                0                False
8624        8625     Ritika      Khan        BCA   7.6          7.7                0                False
8625        8626      Aarav     Desai        MBA   7.1          7.4                0                False
8626        8627      Priya     Sinha        CSE   7.3          7.0                0                False
8627        8628      Aisha      Bhat        CSE   8.3          8.5                0                False
8628        8629      Nidhi     Desai        MBA   7.3          6.9                1                 True
8629        8630       Diya    Kapoor        BCA   7.6          7.7                0                False
8630        8631      Aarav     Mehta        MBA   7.3          7.6                0                False
8631        8632       Neha      Nair        BCA   7.6          7.3                1                 True
8632        8633      Aisha      Iyer        MBA   7.6          7.8                0                False
8633        8634      Rohan     Gupta        MBA   8.9          9.0                1                 True
8634        8635      Aisha     Gupta        MBA   7.6          7.5                0                 True
8635        8636      Manya      Khan         ME   7.2          6.8                0                False
8636        8637      Samar     Patel        CSE   7.9          8.0                0                False
8637        8638       Diya     Gupta        BCA   6.8          6.9                1                 True
8638        8639    Krishna    Sharma        CSE   7.2          7.1                0                 True
8639        8640       Diya     Bhatt        MBA   8.1          7.8                0                False
8640        8641      Priya     Yadav        MBA   7.6          7.8                0                False
8641        8642     Ananya    Sharma         ME   8.1          8.5                1                 True
8642        8643      Manya       Rao        CSE   6.8          7.1                0                False
8643        8644     Ritika    Kapoor        MBA   6.8          7.3                0                 True
8644        8645     Vihaan    Chopra        MBA   7.6          7.4                0                False
8645        8646      Manya      Nair         ME   6.9          6.5                0                False
8646        8647      Aarav     Verma         CE   6.5          6.6                0                False
8647        8648      Karan     Joshi         ME   6.8          6.7                0                False
8648        8649       Diya     Desai        CSE   7.6          7.9                1                 True
8649        8650      Rahul     Gupta        BCA   7.6          7.3                0                False
8650        8651     Vihaan     Joshi        BCA   8.4          8.1                0                False
8651        8652      Arjun      Khan        CSE   7.2          7.2                0                False
8652        8653      Karan    Kapoor        CSE   7.2          7.3                0                False
8653        8654      Pooja     Bhatt        CSE   6.9          7.1                1                 True
8654        8655      Pooja     Singh        MBA   7.7          7.7                0                 True
8655        8656       Neha    Sharma        BCA   7.5          6.9                0                False
8656        8657      Manya    Kapoor         CE   6.8          7.8                0                False
8657        8658      Aisha     Desai        BCA   6.9          6.9                0                 True
8658        8659      Aarav      Iyer        CSE   7.7          8.6                0                False
8659        8660     Aditya     Bhatt        MBA   7.4          7.4                0                False
8660        8661    Krishna     Gupta        CSE   7.2          6.9                0                False
8661        8662       Diya       Rao        CSE   7.9          7.8                1                 True
8662        8663     Ishaan      Nair         ME   6.6          6.9                0                False
8663        8664      Nidhi    Sharma        CSE   7.8          8.0                0                False
8664        8665      Aisha    Sharma         ME   7.3          7.4                1                 True
8665        8666      Rahul     Patel         ME   7.6          7.6                0                 True
8666        8667      Nidhi      Nair         CE   8.1          8.1                0                False
8667        8668     Aditya     Bhatt        CSE   7.6          7.6                0                False
8668        8669      Samar    Sharma         CE   7.4          7.8                0                False
8669        8670      Sneha     Sinha        BCA   6.2          6.5                1                 True
8670        8671      Rohan    Sharma        BCA   8.6          8.3                0                False
8671        8672      Aisha      Khan         CE   6.3          5.9                0                False
8672        8673      Aarav      Khan         ME   7.4          7.0                0                False
8673        8674     Ananya     Patel        MBA   5.9          5.8                0                False
8674        8675      Sneha     Menon         ME   6.9          7.0                1                 True
8675        8676      Arjun     Desai         ME   8.4          8.4                1                 True
8676        8677      Rohan     Menon         ME   8.1          8.3                0                False
8677        8678     Ritika     Verma         CE   8.0          8.0                0                False
8678        8679      Aisha     Joshi        MBA   7.3          7.8                0                False
8679        8680     Aditya  Malhotra        CSE   8.8          9.0                0                 True
8680        8681      Aisha     Joshi        MBA   7.6          7.6                0                False
8681        8682      Arjun     Singh        CSE   8.2          7.7                0                False
8682        8683      Priya     Singh        CSE   9.4          9.5                0                False
8683        8684      Manya     Bhatt        CSE   8.5          8.6                1                 True
8684        8685      Arjun     Sinha        CSE   7.8          7.6                0                 True
8685        8686     Aditya     Patel         CE   7.7          7.4                0                False
8686        8687      Rahul     Mehta        MBA   8.2          8.5                0                False
8687        8688      Rahul    Sharma        CSE   8.2          7.9                2                 True
8688        8689      Rohan     Gupta        MBA   7.9          7.9                0                False
8689        8690     Vihaan    Chopra        CSE   8.6          8.6                0                False
8690        8691      Pooja    Sharma        MBA   8.9          9.0                0                False
8691        8692      Rahul     Mehta        CSE   7.2          6.9                0                False
8692        8693       Neha     Mehta        BCA   7.8          7.8                0                 True
8693        8694     Ritika     Singh        CSE   8.1          7.8                1                 True
8694        8695      Manya     Mehta         ME   7.2          7.2                0                False
8695        8696      Sneha      Khan        BCA   7.0          7.2                0                False
8696        8697    Krishna    Kapoor        BCA   8.4          8.7                0                False
8697        8698     Ishaan     Singh        CSE   7.2          7.6                0                False
8698        8699      Aarav    Sharma        MBA   6.6          6.5                0                False
8699        8700      Nidhi    Chopra        CSE   7.5          7.4                0                False
8700        8701     Ritika     Bhatt        MBA   6.3          6.7                0                False
8701        8702      Rahul    Chopra        CSE   7.3          7.5                0                False
8702        8703       Neha    Sharma         CE   6.8          7.2                0                False
8703        8704      Karan      Iyer        CSE   7.9          8.5                0                False
8704        8705       Neha     Sinha        MBA   8.3          8.0                0                False
8705        8706      Aisha    Kapoor        MBA   7.0          7.2                0                 True
8706        8707     Ananya    Sharma        BCA   7.9          7.7                0                False
8707        8708      Priya     Verma         ME   7.9          8.4                0                 True
8708        8709       Diya      Bhat        CSE   6.5          6.1                0                False
8709        8710     Ishaan      Bhat        CSE   7.5          7.8                0                False
8710        8711      Aarav      Khan        CSE   7.6          7.4                0                False
8711        8712     Ishaan     Yadav         CE   7.6          7.8                0                False
8712        8713     Ritika      Nair         ME   7.7          8.1                0                 True
8713        8714      Rahul    Sharma         ME   7.6          7.4                0                False
8714        8715      Samar    Kapoor        CSE   7.3          6.9                0                 True
8715        8716     Ishaan     Menon         CE   7.0          6.9                0                False
8716        8717      Manya     Singh         ME   6.5          6.4                0                 True
8717        8718      Rahul     Menon        BCA   7.4          7.0                0                 True
8718        8719       Neha     Bhatt        MBA   7.2          6.6                0                False
8719        8720      Priya     Gupta        CSE   8.1          8.5                0                False
8720        8721     Ananya      Iyer        CSE   8.2          8.6                0                 True
8721        8722      Priya     Gupta        CSE   7.6          7.4                0                False
8722        8723      Nidhi     Bhatt         ME   7.6          7.5                0                False
8723        8724      Priya     Patel         ME   7.3          7.5                0                False
8724        8725      Pooja     Singh        CSE   7.1          7.3                0                False
8725        8726      Arjun     Menon        CSE   7.3          7.8                0                False
8726        8727      Manya       Rao        CSE   6.4          6.6                0                False
8727        8728      Priya    Sharma        BCA   7.2          6.9                2                 True
8728        8729     Ananya      Khan        CSE   7.4          7.6                1                 True
8729        8730      Rahul      Nair        CSE   7.1          6.9                1                 True
8730        8731      Nidhi    Chopra        CSE   8.3          8.3                0                False
8731        8732     Aditya       Rao        CSE   8.1          8.4                0                False
8732        8733      Manya    Sharma         ME   7.7          7.4                0                False
8733        8734      Sneha      Iyer        BCA   7.8          7.8                0                False
8734        8735       Diya     Bhatt        CSE   7.8          7.4                0                 True
8735        8736      Aarav     Mehta         ME   7.4          7.1                0                 True
8736        8737      Sneha     Verma        CSE   8.3          8.1                0                False
8737        8738      Karan     Bhatt        BCA   7.8          8.3                0                False
8738        8739      Arjun     Patel        CSE   8.4          8.4                1                 True
8739        8740      Arjun    Chopra        CSE   7.8          8.6                0                False
8740        8741      Rahul     Menon        MBA   6.8          7.1                0                False
8741        8742     Aditya     Patel        CSE   7.9          8.2                0                 True
8742        8743     Ritika     Patel        CSE   7.5          7.2                0                False
8743        8744      Rahul       Rao         ME   7.8          7.8                1                 True
8744        8745      Nidhi     Verma         ME   7.6          7.3                0                False
8745        8746      Pooja    Sharma        MBA   7.4          7.3                0                False
